filename,label,class,num_channels,sample_rate,bit_depth,avg_rms,length_in_seconds,length_in_frames
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.022041295,3.1329931972789113,138165
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.020319702,3.133015873015873,138166
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04508242,3.1329931972789113,138165
data\Parsed_Not_Capuchinbird_Clips\bobwhite-quail-sound-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.024197133,3.131995464852608,138121
data\Parsed_Not_Capuchinbird_Clips\cardinal-bird-call-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.03664153,3.205986394557823,141384
data\Parsed_Not_Capuchinbird_Clips\cardinal-bird-call-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.031626124,3.2060090702947845,141385
data\Parsed_Not_Capuchinbird_Clips\cardinal-bird-call-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.041711077,3.204988662131519,141340
data\Parsed_Not_Capuchinbird_Clips\cardinal-bird-call-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.03543638,3.204988662131519,141340
data\Parsed_Not_Capuchinbird_Clips\cicadas-noise-sound-effect-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.049860943,3.466984126984127,152894
data\Parsed_Not_Capuchinbird_Clips\cicadas-noise-sound-effect-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05537889,3.4670068027210883,152895
data\Parsed_Not_Capuchinbird_Clips\cicadas-noise-sound-effect-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.057438817,3.4670068027210883,152895
data\Parsed_Not_Capuchinbird_Clips\cicadas-noise-sound-effect-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.059634205,3.4660090702947848,152851
data\Parsed_Not_Capuchinbird_Clips\corncrake-sound-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047273267,3.4129931972789116,150513
data\Parsed_Not_Capuchinbird_Clips\corncrake-sound-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05681199,3.4119954648526076,150469
data\Parsed_Not_Capuchinbird_Clips\corncrake-sound-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.026539592,3.4119954648526076,150469
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.042252496,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.053572696,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047525164,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047998495,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050732184,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04733109,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-14.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.052227896,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-15.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.045470383,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-16.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.054192446,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-17.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050058883,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-18.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.045288764,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-19.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.048463807,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04958075,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-20.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047981337,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-21.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.052489173,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-22.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04878117,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-23.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.051626593,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-24.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050367482,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-25.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.053196948,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-26.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047765095,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-27.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05070215,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-28.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05071145,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-29.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.051034052,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050459106,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-30.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05292907,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-31.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.051760685,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-32.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0526734,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-33.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.044158205,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-34.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.051071372,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-35.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.056725565,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-36.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.048062228,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-37.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05281203,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-38.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.049690954,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-39.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05439827,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04754353,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-40.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04581891,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-41.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04548599,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-42.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05472023,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-43.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05095994,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-44.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.051246036,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-45.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.055109404,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-46.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050364744,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-47.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.051111322,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-48.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.049836256,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-49.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04583407,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050031908,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-50.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04855019,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-51.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05039357,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-52.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05327087,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-53.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05263572,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-54.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05064273,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-55.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050780535,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-56.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05417911,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-57.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.044809382,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-58.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047831856,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-59.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.017068753,3.019002267573696,133138
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05452683,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050794642,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05267345,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\cricket-sounds-for-sleep-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04394332,3.02,133182
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05813437,3.2549886621315194,143545
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.041064225,3.255011337868481,143546
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.067435905,3.254013605442177,143502
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.061164264,3.2549886621315194,143545
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.061168786,3.255011337868481,143546
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.062194485,3.2549886621315194,143545
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050365686,3.2549886621315194,143545
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.042520486,3.255011337868481,143546
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.057372343,3.2549886621315194,143545
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.06651558,3.255011337868481,143546
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.055215422,3.2539909297052154,143501
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.074007705,3.1809977324263037,140282
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05395783,3.1809977324263037,140282
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.072769545,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.06842449,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.08430588,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.073956415,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.07578431,3.1809977324263037,140282
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.073886104,3.1809977324263037,140282
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.08649866,3.1809977324263037,140282
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.08268438,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.07378911,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.054542877,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.064689346,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\Crickets-chirping-at-night-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.06567103,3.18,140238
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.02333434,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047807414,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047765,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.037694056,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.045200046,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.053233422,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-14.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.045689486,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-15.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.043356065,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-16.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.046859935,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-17.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04664133,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-18.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.044010524,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-19.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.046332147,3.065986394557823,135210
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.044798885,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-20.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047299158,3.0660090702947844,135211
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-21.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.045636676,3.0660090702947844,135211
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-22.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.044870492,3.065986394557823,135210
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-23.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04859457,3.065986394557823,135210
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-24.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.048483353,3.0660090702947844,135211
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-25.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047113623,3.0660090702947844,135211
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-26.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.047940295,3.065986394557823,135210
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-27.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04339699,3.0660090702947844,135211
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-28.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.020699844,3.0660090702947844,135211
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-29.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.003290659,3.065986394557823,135210
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-3.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.054891583,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-4.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.050260466,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-5.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05072007,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-6.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.05392537,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-7.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.053528983,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-8.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04941722,3.0670068027210884,135255
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-crickets-sound-9.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.046793345,3.066984126984127,135254
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-0.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.037758462,3.106984126984127,137018
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-1.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.041243054,3.1070068027210884,137019
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-10.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.03968175,3.1060090702947845,136975
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-11.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04006947,3.1060090702947845,136975
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-12.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04302942,3.105986394557823,136974
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-13.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.038584694,3.1060090702947845,136975
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-14.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.03896703,3.1060090702947845,136975
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-15.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.03843057,3.105986394557823,136974
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-16.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.0370577,3.105986394557823,136974
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-17.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.03913451,3.1060090702947845,136975
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-18.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.038307004,3.1060090702947845,136975
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-19.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.036220632,3.105986394557823,136974
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-2.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.04006102,3.1070068027210884,137019
data\Parsed_Not_Capuchinbird_Clips\crickets-chirping-noise-20.wav,Parsed_Not_Capuchinbird_Clips,[0. 0. 1. 0.],2,44100,16,0.036060404,3.1060090702947845,136975
